date_posted,type,manufacturer,model,yom,transmission,fuel_type,mileage,price,
11/8/2025,REGISTERED,TOYOTA,ROOMY SAFETY PUSH START,2023,AUTOMATIC,PETROL,0,8850000,
10/26/2025,REGISTERED,TOYOTA,VITZ EDITION 3,2019,AUTOMATIC,PETROL,0,8825000,
10/26/2025,REGISTERED,TOYOTA,YARIS ATIV NIGHTSHADE,2025,AUTOMATIC,PETROL,0,16900000,
11/18/2025,REGISTERED,TOYOTA,VITZ KSP130,2013,AUTOMATIC,PETROL,0,6750000,
10/26/2025,REGISTERED,TOYOTA,RAIZE Z GRADE 1000CC,2025,AUTOMATIC,PETROL,0,11875000,
10/28/2025,REGISTERED,TOYOTA,PREMIO 0,2013,AUTOMATIC,PETROL,0,12650000,
11/9/2025,REGISTERED,TOYOTA,ALLION 260,2010,AUTOMATIC,PETROL,0,9600000,
10/26/2025,REGISTERED,TOYOTA,COROLLA EE 104,1997,AUTOMATIC,PETROL,0,3890000,
10/28/2025,REGISTERED,TOYOTA,PREMIO 0,2002,AUTOMATIC,PETROL,0,5500000,
11/7/2025,REGISTERED,TOYOTA,VITZ 2011,2011,AUTOMATIC,PETROL,0,6450000,
10/26/2025,REGISTERED,TOYOTA,COROLLA 110,2002,AUTOMATIC,PETROL,0,4700000,
10/26/2025,REGISTERED,TOYOTA,PREMIO G SUPERIOR,2017,AUTOMATIC,PETROL,0,14950000,
10/26/2025,REGISTERED,TOYOTA,VITZ 0,2015,AUTOMATIC,PETROL,0,7354000,
10/26/2025,REGISTERED,TOYOTA,LAND CRUISER PRADO 0,2014,AUTOMATIC,PETROL,0,32500000,
11/13/2025,REGISTERED,TOYOTA,ROOMY G CUSTOM,2023,AUTOMATIC,PETROL,0,10850000,
10/26/2025,REGISTERED,TOYOTA,SPRINTER SPRINTER 110,1999,AUTOMATIC,PETROL,0,4400000,
10/26/2025,REGISTERED,TOYOTA,PREMIO DBA-NZT 260 PREMIO,2012,AUTOMATIC,PETROL,0,10450000,
10/26/2025,REGISTERED,TOYOTA,ROOMY G GRADE,2023,AUTOMATIC,PETROL,0,9500000,
10/26/2025,REGISTERED,TOYOTA,PASSO 2017,2017,AUTOMATIC,PETROL,0,7000000,
10/26/2025,REGISTERED,TOYOTA,CHR EAGLE EYE NGX10 GT,2023,AUTOMATIC,PETROL,0,17900000,
11/19/2025,REGISTERED,TOYOTA,LAND CRUISER PRADO TX LIMITED,2023,AUTOMATIC,PETROL,0,55000000,
11/18/2025,REGISTERED,TOYOTA,RAIZE Z 1200CC,2023,AUTOMATIC,PETROL,0,13900000,
11/18/2025,REGISTERED,TOYOTA,YARIS G LED PACKAGE,2022,AUTOMATIC,PETROL,0,10400000,
11/3/2025,REGISTERED,TOYOTA,RAIZE Z ,2022,AUTOMATIC,PETROL,0,13950000,
11/3/2025,REGISTERED,TOYOTA,RAIZE G SAFETY ,2022,AUTOMATIC,PETROL,0,13450000,
10/26/2025,REGISTERED,TOYOTA,VITZ 2010,2010,AUTOMATIC,PETROL,0,6200000,
10/26/2025,REGISTERED,TOYOTA,COROLLA 141,2008,AUTOMATIC,PETROL,0,6800000,
11/11/2025,REGISTERED,TOYOTA,PREMIO 0,2017,AUTOMATIC,PETROL,0,15500000,
10/31/2025,REGISTERED,TOYOTA,AXIO  KN-2011/,2007,AUTOMATIC,PETROL,0,7675000,
11/19/2025,REGISTERED,TOYOTA,PASSO 2017,2017,AUTOMATIC,PETROL,0,6850000,
11/14/2025,REGISTERED,TOYOTA,RAIZE Z,2024,AUTOMATIC,PETROL,0,14165000,
10/28/2025,REGISTERED,TOYOTA,YARIS 2007,2007,AUTOMATIC,PETROL,0,6650000,
10/26/2025,REGISTERED,TOYOTA,YARIS CROSS Z HEV GR SPORT,2024,AUTOMATIC,PETROL,0,17600000,
10/25/2025,REGISTERED,TOYOTA,HARRIER TOYOTA HARRIER 2015,2015,AUTOMATIC,PETROL,0,23500000,
10/27/2025,REGISTERED,TOYOTA,AXIO X GRADE,2010,AUTOMATIC,PETROL,0,7650000,
11/6/2025,REGISTERED,TOYOTA,PREMIO 2013,2013,AUTOMATIC,PETROL,0,11500000,
10/28/2025,REGISTERED,TOYOTA,AXIO X - LIMITED,2008,AUTOMATIC,PETROL,0,7480000,
10/25/2025,REGISTERED,TOYOTA,CHR GT LED  TRD KITTED,2023,AUTOMATIC,PETROL,0,17900000,
10/26/2025,REGISTERED,TOYOTA,CHR NGX10,2020,AUTOMATIC,PETROL,0,13850000,
10/25/2025,REGISTERED,TOYOTA,LAND CRUISER SAHARA ZX LC300 V6 PETROL F,2025,AUTOMATIC,PETROL,0,98000000,
10/25/2025,REGISTERED,TOYOTA,YARIS FACELIFT SHELL,2024,AUTOMATIC,PETROL,0,10650000,
10/25/2025,REGISTERED,TOYOTA,YARIS CROSS Z HEV URBEN EDITION,2025,AUTOMATIC,PETROL,0,18500000,
10/25/2025,REGISTERED,TOYOTA,COROLLA Z CROSS FACELIFT B/N,2025,AUTOMATIC,PETROL,0,28750000,
10/25/2025,REGISTERED,TOYOTA,PREMIO 260,2011,AUTOMATIC,PETROL,0,10700000,
10/25/2025,REGISTERED,TOYOTA,VITZ EDITION 2,2018,AUTOMATIC,PETROL,0,8000000,
10/26/2025,REGISTERED,TOYOTA,PREMIO G-SUPERIOR,2013,AUTOMATIC,PETROL,0,12500000,
10/25/2025,REGISTERED,TOYOTA,LAND CRUISER PRADO TXL LIMITED,2023,AUTOMATIC,PETROL,0,56500000,
10/25/2025,REGISTERED,TOYOTA,COROLLA 110,1996,AUTOMATIC,PETROL,0,3800000,
11/13/2025,REGISTERED,TOYOTA,ALLION 0,2008,AUTOMATIC,PETROL,0,8650000,
10/25/2025,REGISTERED,TOYOTA,AQUA S GRADE,2012,AUTOMATIC,PETROL,0,7600000,
10/25/2025,REGISTERED,TOYOTA,ROOMY GT TURBO,2023,AUTOMATIC,PETROL,0,11800000,
10/27/2025,REGISTERED,TOYOTA,VITZ F GRADE,2010,AUTOMATIC,PETROL,0,6500000,
10/27/2025,REGISTERED,TOYOTA,RUSH 0,2008,AUTOMATIC,PETROL,0,7950000,
10/25/2025,REGISTERED,TOYOTA,CHR SAFETY,2023,AUTOMATIC,PETROL,0,17950000,
10/25/2025,REGISTERED,TOYOTA,COROLLA 141,2007,AUTOMATIC,PETROL,0,7100000,
10/25/2025,REGISTERED,TOYOTA,ROOMY CUSTOM GT TURBO UNRE,2023,AUTOMATIC,PETROL,0,10800000,
10/25/2025,REGISTERED,TOYOTA,YARIS ATIV PREMIUM LUXURY,2025,AUTOMATIC,PETROL,0,17950000,
10/27/2025,REGISTERED,TOYOTA,LAND CRUISER PRADO TX,2023,AUTOMATIC,PETROL,0,51000000,
10/26/2025,REGISTERED,TOYOTA,AXIO 0,2025,AUTOMATIC,PETROL,0,15100000,
10/25/2025,REGISTERED,TOYOTA,PREMIO 0,2017,AUTOMATIC,PETROL,0,16600000,
10/25/2025,REGISTERED,TOYOTA,AXIO NON HYBRID 1.5 B/NEW,2025,AUTOMATIC,PETROL,0,15750000,
10/26/2025,REGISTERED,TOYOTA,ALLION NZT 260,2012,AUTOMATIC,PETROL,0,10500000,
10/25/2025,REGISTERED,TOYOTA,RAIZE 0,2019,AUTOMATIC,PETROL,0,11700000,
11/2/2025,REGISTERED,TOYOTA,CHR GT TURBO,2018,AUTOMATIC,PETROL,0,13250000,
10/26/2025,REGISTERED,TOYOTA,AXIO AXIO X LIMITED,2008,AUTOMATIC,PETROL,0,7650000,
10/25/2025,REGISTERED,TOYOTA,VELLFIRE EXECUTIVE LOUNGE PAC,2025,AUTOMATIC,PETROL,0,59000000,
10/25/2025,REGISTERED,TOYOTA,LAND CRUISER PRADO TRJ150 TX LIMITED UN,2023,AUTOMATIC,PETROL,0,55500000,
11/15/2025,REGISTERED,TOYOTA,WIGO TOYOTA,2017,AUTOMATIC,PETROL,0,6250000,
10/28/2025,REGISTERED,TOYOTA,CHR 2018 NGX10,2018,AUTOMATIC,PETROL,0,15000000,
10/24/2025,REGISTERED,TOYOTA,PREMIO 0,2019,AUTOMATIC,PETROL,0,18000000,
10/31/2025,REGISTERED,TOYOTA,VITZ 0,2017,AUTOMATIC,PETROL,0,8500000,
10/24/2025,REGISTERED,TOYOTA,LAND CRUISER SAHARA LC300 ZX ,2025,AUTOMATIC,PETROL,0,93000000,
10/26/2025,REGISTERED,TOYOTA,AXIO X GRADE,2007,AUTOMATIC,PETROL,0,7400000,
11/12/2025,REGISTERED,TOYOTA,VITZ 0,2017,AUTOMATIC,PETROL,0,8175000,
10/24/2025,REGISTERED,TOYOTA,RAIZE Z,2024,AUTOMATIC,PETROL,0,14350000,
10/24/2025,REGISTERED,TOYOTA,ROOMY CUSTOM G TURBO,2022,AUTOMATIC,PETROL,0,10500000,
10/24/2025,REGISTERED,TOYOTA,LAND CRUISER SAHARA LC300 ZX,2024,AUTOMATIC,PETROL,0,87849998,
10/24/2025,REGISTERED,TOYOTA,LAND CRUISER SAHARA LC300 ,2025,AUTOMATIC,PETROL,0,93000000,
10/24/2025,REGISTERED,TOYOTA,VITZ 3RD EDITION,2019,AUTOMATIC,PETROL,0,8900000,
10/24/2025,REGISTERED,TOYOTA,VITZ TOYOTA,2017,AUTOMATIC,PETROL,0,8500000,
10/24/2025,REGISTERED,TOYOTA,VITZ 0,2017,AUTOMATIC,PETROL,0,7990000,
10/24/2025,REGISTERED,TOYOTA,PASSO 0,2008,AUTOMATIC,PETROL,0,5100000,
10/30/2025,REGISTERED,TOYOTA,RAIZE Z 360 CAMERA,2024,AUTOMATIC,PETROL,0,12900000,
10/30/2025,REGISTERED,TOYOTA,LAND CRUISER PRADO 250 FIRST EDITION,2024,AUTOMATIC,PETROL,0,62500000,
10/24/2025,REGISTERED,TOYOTA,PASSO XL UNREGISTER,2023,AUTOMATIC,PETROL,0,8700000,
10/27/2025,REGISTERED,TOYOTA,COROLLA G,2025,AUTOMATIC,PETROL,0,18000000,
10/24/2025,REGISTERED,TOYOTA,ROOMY CUSTOM -G TURBO,2022,AUTOMATIC,PETROL,0,11850000,
10/26/2025,REGISTERED,TOYOTA,COROLLA G,2024,AUTOMATIC,PETROL,0,17000000,
10/24/2025,REGISTERED,TOYOTA,VITZ 0,2010,AUTOMATIC,PETROL,0,6280000,
10/24/2025,REGISTERED,TOYOTA,VITZ 0,2016,AUTOMATIC,PETROL,0,7390000,
10/24/2025,REGISTERED,TOYOTA,ALLION 0,2007,AUTOMATIC,PETROL,0,8790000,
11/8/2025,REGISTERED,TOYOTA,COROLLA 0,2006,AUTOMATIC,PETROL,0,6000000,
11/3/2025,REGISTERED,TOYOTA,VITZ KSP130 PUSH START ,2018,AUTOMATIC,PETROL,0,6695000,
10/24/2025,REGISTERED,TOYOTA,YARIS X TSS GRADE,2023,AUTOMATIC,PETROL,0,9150000,
10/24/2025,REGISTERED,TOYOTA,CHR GR SPORT,2023,AUTOMATIC,PETROL,0,18600000,
10/24/2025,REGISTERED,TOYOTA,PIXIS EPOCH SAFETY,2023,AUTOMATIC,PETROL,0,6500000,
10/24/2025,REGISTERED,TOYOTA,RAIZE 1200 Z HIGHEST PACK,2023,AUTOMATIC,PETROL,0,13900000,
11/15/2025,REGISTERED,TOYOTA,YARIS 0,2006,AUTOMATIC,PETROL,0,6455000,
10/24/2025,REGISTERED,TOYOTA,VITZ KEY START,2016,AUTOMATIC,PETROL,0,7450000,
10/24/2025,REGISTERED,TOYOTA,ROOMY COSTOM G FULL SPECK,2022,AUTOMATIC,PETROL,0,11250000,
11/4/2025,REGISTERED,TOYOTA,HARRIER ELEGANCE PREMIER,2017,AUTOMATIC,PETROL,0,27500000,
10/29/2025,REGISTERED,TOYOTA,COROLLA 0,2008,AUTOMATIC,PETROL,0,8300000,
10/26/2025,REGISTERED,TOYOTA,YARIS G,2022,AUTOMATIC,PETROL,0,11000000,
11/3/2025,REGISTERED,TOYOTA,LAND CRUISER PRADO 0,2014,AUTOMATIC,PETROL,0,34000000,
10/23/2025,REGISTERED,TOYOTA,RAIZE Z 2025 1200C HYBRID,2025,AUTOMATIC,PETROL,0,15950000,
10/23/2025,REGISTERED,TOYOTA,AQUA TOYOTA AQUA URBAN,2015,AUTOMATIC,PETROL,0,8850000,
10/23/2025,REGISTERED,TOYOTA,DUET AUTO,2000,AUTOMATIC,PETROL,0,3500000,
10/23/2025,REGISTERED,TOYOTA,YARIS X,2024,AUTOMATIC,PETROL,0,9950000,
10/23/2025,REGISTERED,TOYOTA,VITZ 0,2015,AUTOMATIC,PETROL,0,7290000,
10/23/2025,REGISTERED,TOYOTA,PASSO TOYOTA,2017,AUTOMATIC,PETROL,0,7300000,
10/23/2025,REGISTERED,TOYOTA,ALLION 0,2007,AUTOMATIC,PETROL,0,8000000,
11/11/2025,REGISTERED,TOYOTA,PREMIO 0,2018,AUTOMATIC,PETROL,0,16750000,
10/23/2025,REGISTERED,TOYOTA,LAND CRUISER PRADO TRJ150 TX LIMITED,2023,AUTOMATIC,PETROL,0,52000000,
11/19/2025,REGISTERED,TOYOTA,RAIZE Z GRADE BRAND NEW ,2025,AUTOMATIC,PETROL,0,13700000,
10/23/2025,REGISTERED,TOYOTA,BELTA 0,2011,AUTOMATIC,PETROL,0,6650000,
10/23/2025,REGISTERED,TOYOTA,LAND CRUISER SAHARA UZJ202 V8 1ST OWNER,2009,AUTOMATIC,PETROL,0,40000000,
10/27/2025,REGISTERED,TOYOTA,AQUA 0,2012,AUTOMATIC,PETROL,0,6800000,
10/23/2025,REGISTERED,TOYOTA,ALLION ALLION 240,2003,AUTOMATIC,PETROL,0,8250000,
10/23/2025,REGISTERED,TOYOTA,RAIZE BRAND NEW,2025,AUTOMATIC,PETROL,0,11600000,
11/4/2025,REGISTERED,TOYOTA,RAIZE Z GRADE,2025,AUTOMATIC,PETROL,0,12400000,
10/23/2025,REGISTERED,TOYOTA,PREMIO 2004,2004,AUTOMATIC,PETROL,0,7500000,
11/8/2025,REGISTERED,TOYOTA,ROOMY CUSTOM G,2023,AUTOMATIC,PETROL,0,11550000,
11/8/2025,REGISTERED,TOYOTA,ROOMY CUSTOM G,2023,AUTOMATIC,PETROL,0,11275000,
11/18/2025,REGISTERED,TOYOTA,YARIS X GRADE,2022,AUTOMATIC,PETROL,0,9250000,
10/23/2025,REGISTERED,TOYOTA,PREMIO G SUPERIOR,2011,AUTOMATIC,PETROL,0,11500000,
10/23/2025,REGISTERED,TOYOTA,PREMIO G SUPERIOR ,2013,AUTOMATIC,PETROL,0,13700000,
11/18/2025,REGISTERED,TOYOTA,YARIS X GRADE,2022,AUTOMATIC,PETROL,0,9650000,
10/23/2025,REGISTERED,TOYOTA,COROLLA 141,2008,AUTOMATIC,PETROL,0,7200000,
11/5/2025,REGISTERED,TOYOTA,PREMIO NZT260 G SUPERIOR,2017,AUTOMATIC,PETROL,0,15500000,
10/22/2025,REGISTERED,TOYOTA,AXIO G GRADE,2016,AUTOMATIC,PETROL,0,11800000,
11/2/2025,REGISTERED,TOYOTA,PREMIO G-SUPERIOR,2012,AUTOMATIC,PETROL,0,9800000,
10/22/2025,REGISTERED,TOYOTA,PREMIO G SUPERIOR,2012,AUTOMATIC,PETROL,0,9900000,
10/22/2025,REGISTERED,TOYOTA,VIOS E GRADE,2004,AUTOMATIC,PETROL,0,5350000,
10/22/2025,REGISTERED,TOYOTA,LAND CRUISER SAHARA LC300,2025,AUTOMATIC,PETROL,0,93000000,
11/16/2025,REGISTERED,TOYOTA,RUSH 0,2006,AUTOMATIC,PETROL,0,6300000,
10/30/2025,REGISTERED,TOYOTA,ALLION 240 G LIMITED,2003,AUTOMATIC,PETROL,0,6750000,
10/24/2025,REGISTERED,TOYOTA,PREMIO 1999,1999,AUTOMATIC,PETROL,0,5500000,
11/13/2025,REGISTERED,TOYOTA,VITZ SAFETY SENSE EDITION,2015,AUTOMATIC,PETROL,0,7650000,
10/23/2025,REGISTERED,TOYOTA,LAND CRUISER PRADO 250 FIRST EDITION,2025,AUTOMATIC,PETROL,0,64000000,
11/11/2025,REGISTERED,TOYOTA,PASSO XL SAFETY EDITION,2016,AUTOMATIC,PETROL,0,6580000,
11/18/2025,REGISTERED,TOYOTA,ROOMY GT TURBO CUSTOM 4WAY,2025,AUTOMATIC,PETROL,0,13000000,
10/22/2025,REGISTERED,TOYOTA,PREMIO 260,2013,AUTOMATIC,PETROL,0,11800000,
10/24/2025,REGISTERED,TOYOTA,VITZ 0,2008,AUTOMATIC,PETROL,0,5990000,
11/14/2025,REGISTERED,TOYOTA,VITZ EDITION 2,2018,AUTOMATIC,PETROL,0,9200000,
10/24/2025,REGISTERED,TOYOTA,RAIZE 0,2024,AUTOMATIC,PETROL,0,11350000,
10/22/2025,REGISTERED,TOYOTA,IST 0,2007,AUTOMATIC,PETROL,0,6200000,
10/22/2025,REGISTERED,TOYOTA,YARIS 0,2024,AUTOMATIC,PETROL,0,10600000,
10/22/2025,REGISTERED,TOYOTA,PASSO 0,2014,AUTOMATIC,PETROL,0,6390000,
10/22/2025,REGISTERED,TOYOTA,VITZ 0,2007,AUTOMATIC,PETROL,0,5690000,
11/8/2025,REGISTERED,TOYOTA,COROLLA SPECIAL BLUE,2023,AUTOMATIC,PETROL,0,18000000,
11/11/2025,REGISTERED,TOYOTA,RAIZE Z GRADE,2024,AUTOMATIC,PETROL,0,13900000,
11/18/2025,REGISTERED,TOYOTA,YARIS X GRADE,2022,AUTOMATIC,PETROL,0,9350000,
10/22/2025,REGISTERED,TOYOTA,CARINA 1988,1988,AUTOMATIC,PETROL,0,1550000,
11/10/2025,REGISTERED,TOYOTA,VITZ 0,2015,AUTOMATIC,PETROL,0,7500000,
11/13/2025,REGISTERED,TOYOTA,PASSO 2008,2008,AUTOMATIC,PETROL,0,5150000,
10/22/2025,REGISTERED,TOYOTA,HARRIER G ,2024,AUTOMATIC,PETROL,0,33500000,
10/28/2025,REGISTERED,TOYOTA,VITZ SAFETY EDITION,2018,AUTOMATIC,PETROL,0,8700000,
10/21/2025,REGISTERED,TOYOTA,VIOS 0,2007,AUTOMATIC,PETROL,0,6950000,
10/21/2025,REGISTERED,TOYOTA,CHR TURBO,2023,AUTOMATIC,PETROL,0,16800000,
10/21/2025,REGISTERED,TOYOTA,COROLLA WXB SPEICAL EDITION,2024,AUTOMATIC,PETROL,0,19000000,
11/19/2025,REGISTERED,TOYOTA,ROOMY G SAFETY PACKAGE,2024,AUTOMATIC,PETROL,0,10500000,
10/31/2025,REGISTERED,TOYOTA,YARIS X GRADE,2020,AUTOMATIC,PETROL,0,8500000,
10/21/2025,REGISTERED,TOYOTA,ROOMY CUSTOM G,2022,AUTOMATIC,PETROL,0,10750000,
11/20/2025,REGISTERED,TOYOTA,ROOMY GT CUSTOM TURBO,2023,AUTOMATIC,PETROL,0,11590000,
10/21/2025,REGISTERED,TOYOTA,AXIO X,2008,AUTOMATIC,PETROL,0,7200000,
11/12/2025,REGISTERED,TOYOTA,ROOMY CUSTOM G,2025,AUTOMATIC,PETROL,0,11700000,
11/19/2025,REGISTERED,TOYOTA,LAND CRUISER PRADO 250 FIRST EDITION,2024,AUTOMATIC,PETROL,0,64500000,
11/5/2025,REGISTERED,TOYOTA,PRIUS S GRADE,2011,AUTOMATIC,PETROL,0,8950000,
10/21/2025,REGISTERED,TOYOTA,RAIZE Z GRADE,2025,AUTOMATIC,PETROL,0,13800000,
10/14/2025,REGISTERED,TOYOTA,VITZ 2016,2016,AUTOMATIC,PETROL,0,7590000,
11/10/2025,REGISTERED,TOYOTA,COROLLA G GRADE,2001,AUTOMATIC,PETROL,0,5600000,
11/6/2025,REGISTERED,TOYOTA,VITZ VITZ,2015,AUTOMATIC,PETROL,0,7000000,
10/21/2025,REGISTERED,TOYOTA,RAIZE TURBO,2025,AUTOMATIC,PETROL,0,13700000,
10/26/2025,REGISTERED,TOYOTA,RAIZE Z,2023,AUTOMATIC,PETROL,0,13500000,
10/21/2025,REGISTERED,TOYOTA,CHR GT NGX 10,2018,AUTOMATIC,PETROL,0,13500000,
10/21/2025,REGISTERED,TOYOTA,VITZ 0,2017,AUTOMATIC,PETROL,0,7900000,
11/10/2025,REGISTERED,TOYOTA,AXIO TOYOTA,2019,AUTOMATIC,PETROL,0,14000000,
11/15/2025,REGISTERED,TOYOTA,RAIZE Z GRADE,2025,AUTOMATIC,PETROL,0,12100000,
10/20/2025,REGISTERED,TOYOTA,LAND CRUISER PRADO TX,2023,AUTOMATIC,PETROL,0,54500000,
10/20/2025,REGISTERED,TOYOTA,ROOMY G GRADE,2023,AUTOMATIC,PETROL,0,9500000,
11/8/2025,REGISTERED,TOYOTA,LAND CRUISER PRADO 250 VX FIRST EDITION,2024,AUTOMATIC,PETROL,0,60500000,
10/20/2025,REGISTERED,TOYOTA,VITZ TOYOTA,2017,AUTOMATIC,PETROL,0,8190000,
10/21/2025,REGISTERED,TOYOTA,PREMIO G SUPERIOR,2017,AUTOMATIC,PETROL,0,16900000,
10/20/2025,REGISTERED,TOYOTA,LAND CRUISER PRADO G FRONTIER,2017,AUTOMATIC,PETROL,0,45500000,
10/20/2025,REGISTERED,TOYOTA,TAISOR G GRADE,2025,AUTOMATIC,PETROL,0,12300000,
10/20/2025,REGISTERED,TOYOTA,ALLION 260,2010,AUTOMATIC,PETROL,0,9650000,
11/18/2025,REGISTERED,TOYOTA,VOXY 0,2014,AUTOMATIC,PETROL,0,16000000,
11/20/2025,REGISTERED,TOYOTA,ROOMY ROOMY GT TURBO,2023,AUTOMATIC,PETROL,0,10850000,
10/26/2025,REGISTERED,TOYOTA,ROOMY GT,2023,AUTOMATIC,PETROL,0,10250000,
11/19/2025,REGISTERED,TOYOTA,PASSO SAFETY PACKAGE,2017,AUTOMATIC,PETROL,0,6800000,
11/10/2025,REGISTERED,TOYOTA,BELTA 2007,2007,AUTOMATIC,PETROL,0,6200000,
10/21/2025,REGISTERED,TOYOTA,AQUA L GRADE,2013,AUTOMATIC,PETROL,0,7200000,
10/23/2025,REGISTERED,TOYOTA,LAND CRUISER PRADO TX,2018,AUTOMATIC,PETROL,0,47000000,
10/20/2025,REGISTERED,TOYOTA,RAIZE Z GRADE,2024,AUTOMATIC,PETROL,0,12800000,
11/18/2025,REGISTERED,TOYOTA,LAND CRUISER PRADO MASTER PIECE,2023,AUTOMATIC,PETROL,0,56950000,
11/14/2025,REGISTERED,TOYOTA,PREMIO G SUPERIOR,2011,AUTOMATIC,PETROL,0,10600000,
10/20/2025,REGISTERED,TOYOTA,AQUA S GRADE,2015,AUTOMATIC,PETROL,0,8500000,
10/19/2025,REGISTERED,TOYOTA,VITZ KSP 130 / EDITION 02,2018,AUTOMATIC,PETROL,0,8500000,
10/19/2025,REGISTERED,TOYOTA,AXIO G GRADE,2011,AUTOMATIC,PETROL,0,8675000,
10/18/2025,REGISTERED,TOYOTA,TAISOR URBAN TAISOR V 1000,2025,AUTOMATIC,PETROL,0,12950000,
10/19/2025,REGISTERED,TOYOTA,ALLION TOYOTA,2003,AUTOMATIC,PETROL,0,6900000,
10/28/2025,REGISTERED,TOYOTA,ROOMY X GRADE,2023,AUTOMATIC,PETROL,0,9125000,
10/19/2025,REGISTERED,TOYOTA,RAIZE Z 1000CC ,2025,AUTOMATIC,PETROL,0,12500000,
11/14/2025,REGISTERED,TOYOTA,AVANZA 0,2010,AUTOMATIC,PETROL,0,7600000,
10/19/2025,REGISTERED,TOYOTA,PREMIO TOYOTA PREMIO ,2013,AUTOMATIC,PETROL,0,12450000,
11/1/2025,REGISTERED,TOYOTA,PRIUS S GRADE,2013,AUTOMATIC,PETROL,0,10800000,
10/19/2025,REGISTERED,TOYOTA,PREMIO 0,2013,AUTOMATIC,PETROL,0,11500000,
11/1/2025,REGISTERED,TOYOTA,AXIO 0,2017,AUTOMATIC,PETROL,0,11550000,
10/19/2025,REGISTERED,TOYOTA,AXIO WXB,2017,AUTOMATIC,PETROL,0,12450000,
10/19/2025,REGISTERED,TOYOTA,BELTA 0,2010,AUTOMATIC,PETROL,0,6940000,
10/19/2025,REGISTERED,TOYOTA,VITZ 0,2017,AUTOMATIC,PETROL,0,7500000,
10/19/2025,REGISTERED,TOYOTA,VITZ 0,2018,AUTOMATIC,PETROL,0,8600000,
11/19/2025,REGISTERED,TOYOTA,RAIZE Z GRADE,2023,AUTOMATIC,PETROL,0,12975000,
10/23/2025,REGISTERED,TOYOTA,YARIS X GRADE,2023,AUTOMATIC,PETROL,0,9475000,
10/23/2025,REGISTERED,TOYOTA,YARIS X GRADE,2023,AUTOMATIC,PETROL,0,9500000,
10/25/2025,REGISTERED,TOYOTA,PREMIO 2017,2017,AUTOMATIC,PETROL,0,15300000,
11/15/2025,REGISTERED,TOYOTA,RAIZE Z GRADE,2024,AUTOMATIC,PETROL,0,13800000,
10/19/2025,REGISTERED,TOYOTA,AXIO X GRADE,2018,AUTOMATIC,PETROL,0,12000000,
10/26/2025,REGISTERED,TOYOTA,ROOMY 0,2023,AUTOMATIC,PETROL,0,10100000,
10/18/2025,REGISTERED,TOYOTA,RAIZE Z,2025,AUTOMATIC,PETROL,0,12300000,
10/18/2025,REGISTERED,TOYOTA,TAISOR V GRADE,2025,AUTOMATIC,PETROL,0,12650000,
10/18/2025,REGISTERED,TOYOTA,ALLION 0,2008,AUTOMATIC,PETROL,0,8700000,
10/18/2025,REGISTERED,TOYOTA,VITZ KSP 130,2013,AUTOMATIC,PETROL,0,7150000,
10/18/2025,REGISTERED,TOYOTA,PREMIO G GRADE,2008,AUTOMATIC,PETROL,0,10300000,
10/18/2025,REGISTERED,TOYOTA,VITZ 0,2007,AUTOMATIC,PETROL,0,6150001,
10/18/2025,REGISTERED,TOYOTA,VITZ 0,2015,AUTOMATIC,PETROL,0,7490000,
11/11/2025,REGISTERED,TOYOTA,VITZ SAFETY EDITION 3,2020,AUTOMATIC,PETROL,0,9200000,
10/18/2025,REGISTERED,TOYOTA,VITZ 0,2016,AUTOMATIC,PETROL,0,7375000,
11/8/2025,REGISTERED,TOYOTA,PASSO 0,2007,AUTOMATIC,PETROL,0,5000000,
10/18/2025,REGISTERED,TOYOTA,VITZ 0,2016,AUTOMATIC,PETROL,0,7600000,
10/18/2025,REGISTERED,TOYOTA,CHR GT NGX 10,2020,AUTOMATIC,PETROL,0,16500000,
11/11/2025,REGISTERED,TOYOTA,ALLION 0,2012,AUTOMATIC,PETROL,0,10500000,
11/14/2025,REGISTERED,TOYOTA,RAIZE Z GRADE 1L TURBO,2025,AUTOMATIC,PETROL,0,14000000,
10/18/2025,REGISTERED,TOYOTA,YARIS X,2023,AUTOMATIC,PETROL,0,10300000,
11/7/2025,REGISTERED,TOYOTA,RAIZE Z,2025,AUTOMATIC,PETROL,0,13800000,
10/20/2025,REGISTERED,TOYOTA,RAIZE Z,2023,AUTOMATIC,PETROL,0,13500000,
10/18/2025,REGISTERED,TOYOTA,ROOMY G,2023,AUTOMATIC,PETROL,0,10700000,
11/8/2025,REGISTERED,TOYOTA,VELOZ PREMIUM 7 SEAT,2025,AUTOMATIC,PETROL,0,22800000,
10/18/2025,REGISTERED,TOYOTA,AQUA 0,2013,AUTOMATIC,PETROL,0,7500000,
10/19/2025,REGISTERED,TOYOTA,IST 0,2008,AUTOMATIC,PETROL,0,7500000,
10/18/2025,REGISTERED,TOYOTA,YARIS 0,2008,AUTOMATIC,PETROL,0,6790000,
10/18/2025,REGISTERED,TOYOTA,PRIUS 2ND GENERATION,2011,AUTOMATIC,PETROL,0,7150000,
10/18/2025,REGISTERED,TOYOTA,VITZ 0,2010,AUTOMATIC,PETROL,0,5995000,
10/18/2025,REGISTERED,TOYOTA,RAIZE G GRADE TURBO,2023,AUTOMATIC,PETROL,0,12490000,
